DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R1155,AUB,AUB,Parallel,Active,100 Block AUBURN BAY CL SE,Residential Street,N,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9561765 50.8848898, -113.9561077 50.8845784))",0cb9225d-5e1f-4095-8d76-e6df7376e387
R2380,AUB,AUB,Parallel,Active,00 Block AUBURN BAY CL SE,Residential Street,N,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9560938 50.8845193, -113.9560699 50.8844432, -113.9560392 50.884368, -113.9560019 50.884294, -113.9557905 50.8839123, -113.9557457 50.8838315, -113.9556739 50.8837019, -113.9556525 50.8836696, -113.9556252 50.883639, -113.9555923 50.8836107, -113.9555717 50.8835919, -113.9555563 50.8835712, -113.9555468 50.8835491, -113.9555432 50.8835263, -113.9555459 50.8835035, -113.9555546 50.8834813))",ed126f9f-f75e-4bda-a3c2-8da40b79cbf4
R2612,X,X,Parallel,Active,1400 Block ST ANDREWS PL NW,Residential Street,N,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1288248 51.0649786, -114.1288396 51.0649533, -114.1288965 51.0648472, -114.1289785 51.0646926, -114.1291074 51.0644507, -114.1291309 51.0643975))",8f919eba-e96b-4714-88c7-8e1683a0921a
R4752,AUB,AUB,Parallel,Active,100 Block AUBURN BAY CL SE,Residential Street,N,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9572231 50.8842401, -113.957228 50.8842267, -113.9572294 50.884213, -113.9572273 50.8841994, -113.9572218 50.8841861, -113.9567771 50.8833831, -113.9567588 50.8833612, -113.9567452 50.8833511, -113.9567293 50.8833425, -113.9567115 50.8833355))",6a969cb5-f23f-4b75-bfa9-924a85ac00b2
R7833,F,F,Parallel,Active,2000 Block 15 ST NW,Residential Street,N,0001-2359 MON-SUN,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0971016 51.0700464, -114.0971005 51.0697606, -114.0970991 51.0697486, -114.0970949 51.0697369, -114.0970882 51.0697257))",aadeea10-0385-48d8-8228-4cb80a51a90c
R1071,E,E,Parallel,Active,2000 Block 28 AV NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1129956 51.0797411, -114.113274 51.0795207))",cb658691-42db-473e-910f-23c1ebad240b
R1155,AUB,AUB,Parallel,Active,100 Block AUBURN BAY CL SE,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-113.9562733 50.8852224, -113.9562659 50.8852063, -113.9562426 50.8851491, -113.9562233 50.8850913, -113.956208 50.885033, -113.9562011 50.8850007))",bbdadafd-a8cd-4204-8756-253e700341bd
R21,F,F,Parallel,Active,1900 Block 15 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0971034 51.0695138, -114.0971029 51.0693816, -114.0971023 51.0692388))",facf6ad7-76d1-42b7-a188-d4cce316cb6c
R2360,VV,VV,Parallel,Active,00 Block SHAWMEADOWS CL SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0733649 50.9125208, -114.073378 50.9125063, -114.0733881 50.912491, -114.0733936 50.9124777, -114.0734121 50.9123372, -114.0734221 50.9122271))",a8f15473-12d3-462e-99da-dba90f9f860e
R2453,M,M,Parallel,Active,1300 Block 2 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0673989 51.063784, -114.0673993 51.0634752, -114.0673914 51.0634565))",36a33f1b-579e-4481-9dca-d5f885d8c2b1
R435,V,V,Parallel,Active,900 Block 4 ST NE,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.053187 51.0605184, -114.0531923 51.0605062, -114.0531954 51.0602068))",b73961f4-209c-4bb7-8a52-70446bf643ff
R1927,O,O,Parallel,Active,2100 Block 20 AV SW,Collector,E,0001-2359 MON-SUN,,,Permit Required,NONE,FR,SW,"MULTILINESTRING ((-114.1093645 51.0353486, -114.1095058 51.035338))",2562d8ea-6ff6-4f17-99c5-940a6ffc6e2d
R458,M,M,Parallel,Active,1300 Block 2 ST NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0673851 51.0643259, -114.0673923 51.0643158, -114.0673967 51.0643051, -114.0673981 51.0642941, -114.0673981 51.064288, -114.0673988 51.0638413))",7233a815-6ec3-44a5-9792-0f27b8b53f18
R498,V,V,Parallel,Active,900 Block 4 ST NE,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0531964 51.0601287, -114.0531963 51.0598413, -114.053192 51.0598291))",805ca8d9-281d-4d74-a9d7-e462f3569fb3
R5336,II,II,Parallel,Active,5000 Block 21A ST SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1136116 51.009826, -114.1136112 51.0097618, -114.1136102 51.0096576, -114.1136097 51.0095696, -114.1136095 51.0094843, -114.1136096 51.0088447, -114.1136004 51.0088146, -114.1135822 51.0087988, -114.1135623 51.0087857))",0c3542a7-b60f-465a-842e-76c81a454a82
R5886,E,E,Parallel,Active,2000 Block 28 AV NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1126565 51.0800131, -114.1129349 51.0797928))",0b34fd1e-0b1e-4977-91b7-2000085a6855
R590,VV,VV,Parallel,Active,00 Block SHAWMEADOWS CL SW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0734375 50.9120588, -114.0734386 50.9120474, -114.0734401 50.9120326, -114.0734418 50.9120177, -114.0734436 50.9120029, -114.0734453 50.9119881, -114.073447 50.9119732, -114.0734472 50.911971, -114.0734474 50.9119688, -114.0734474 50.9119666, -114.0734473 50.9119643, -114.073447 50.9119621, -114.0734465 50.9119601, -114.073446 50.9119581, -114.0734453 50.9119562, -114.0734446 50.9119542, -114.0734438 50.9119522, -114.0734386 50.9119392, -114.0734333 50.9119262, -114.0734279 50.9119132, -114.0734225 50.9119002, -114.0734171 50.9118872, -114.073412 50.9118752, -114.0734067 50.9118632, -114.0734012 50.9118513, -114.0733955 50.9118394, -114.0733896 50.9118275, -114.0733869 50.9118231, -114.0733836 50.9118189, -114.0733798 50.9118148, -114.0733757 50.9118108))",6df1af89-a60a-473e-8d97-49dc15fbed3e
R618,E,E,Parallel,Active,2000 Block 28 AV NW,Residential Street,N,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1135412 51.0793203, -114.1138084 51.079111))",6175c689-a96a-4646-a8f2-6c15bf74d8d4
R2381,AUB,AUB,Parallel,Active,00 Block AUBURN BAY CL SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9557547 50.8835241, -113.9557465 50.8835368, -113.9557417 50.8835502, -113.9557402 50.8835639, -113.9557423 50.8835775, -113.9557478 50.8835908, -113.9561721 50.8843566))",d9388f2f-93be-4454-89f7-eb5e6b0d701c
R4749,AUB,AUB,Parallel,Active,100 Block AUBURN BAY CL SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9567876 50.8832141, -113.9568204 50.8832247, -113.9568499 50.8832388, -113.9568751 50.8832559, -113.9568953 50.8832754, -113.9569098 50.8832969, -113.9569182 50.8833196, -113.9569204 50.883343, -113.9569228 50.8833775, -113.9569317 50.8834117, -113.9569467 50.883445, -113.9569716 50.88349, -113.9570012 50.8835434, -113.9570858 50.8836961, -113.9572957 50.8840749, -113.9573171 50.8841073, -113.9573445 50.8841379, -113.9573773 50.8841662, -113.9573932 50.88418, -113.9574062 50.884195))",8ddf8d95-df79-4505-9e2b-2ca5b0e61e6f
R948,Z,Z,Parallel,Active,100 Block 16 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.0978615 51.0530466, -114.0978615 51.0530475, -114.0978616 51.0531198, -114.0978619 51.0532416, -114.0978622 51.0533633, -114.0978622 51.053373))",53fafa41-3b7a-46c1-b39d-a435143315b2
R984,M,M,Parallel,Active,700 Block CENTRE A ST NW,Residential Street,S,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0634199 51.0584809, -114.0634189 51.0586404, -114.0634192 51.0587752, -114.0634188 51.058786, -114.063419 51.0587878, -114.0634192 51.0587896, -114.0634194 51.0587914, -114.0634197 51.0587932, -114.06342 51.058795, -114.0634201 51.0587959, -114.0634203 51.0587968, -114.0634204 51.0587977, -114.0634206 51.0587986, -114.0634208 51.0587995, -114.0634213 51.0588015, -114.0634219 51.0588035, -114.0634226 51.0588055, -114.0634234 51.0588075, -114.0634243 51.0588094, -114.0634252 51.0588113))",821984c7-d2bd-4f3d-be10-50dadd8067fe
R1871,SNA,SNA,Parallel,Active,1300 Block 18 ST SW,Collector,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1045634 51.042183, -114.1044925 51.0422362))",c2d43b02-0097-4436-9dea-b4d1ed824400
R333,SNA,SNA,Parallel,Active,1300 Block 18 ST SW,Collector,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1051893 51.0417142, -114.1048939 51.0419345))",c82cdd59-2a3b-4a51-b9e9-a58b73d8b7e9
R3951,M,M,Parallel,Active,1300 Block 2 ST NW,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0675302 51.0634655, -114.0675292 51.0634949, -114.0675286 51.0635182, -114.0675279 51.0636783, -114.0675276 51.0637831))",a6d6b63e-1471-40aa-a7a3-a41908d627df
R3956,M,M,Parallel,Active,1300 Block 2 ST NW,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0675271 51.063869, -114.0675263 51.0639826, -114.0675253 51.0641336, -114.0675258 51.0642247, -114.0675268 51.0642715))",65879374-c298-4b88-943e-7c94f498ddfe
R475,GDL,GDL,Parallel,Active,00 Block GLENSIDE DR SW,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1604831 51.0373485, -114.1604853 51.0376559))",1bfbd39c-549c-4943-99c8-cddba0fcced3
R5337,II,II,Parallel,Active,5000 Block 21A ST SW,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1137876 51.0087923, -114.1137669 51.008803, -114.1137559 51.0088119, -114.1137456 51.0088251, -114.1137408 51.008837, -114.1137404 51.0088578, -114.1137425 51.0098266, -114.1137427 51.0098349, -114.1137448 51.0098437, -114.1137469 51.00985, -114.1137509 51.0098576, -114.1137567 51.0098649, -114.1137692 51.0098782, -114.1137744 51.0098817))",ea1d84ba-2cab-46a1-a33a-81041c23fbe8
R647,V,V,Parallel,Active,900 Block 5 ST NE,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0508685 51.0598384, -114.0508655 51.0601003))",a8470077-8afb-4d75-b809-dffb5f2d98d0
R7163,SNA,SNA,Parallel,Active,1300 Block 18 ST SW,Collector,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1048939 51.0419345, -114.1046152 51.0421424))",3718a642-e3ac-42a9-b7c0-159b9c173beb
R7747,AA,AA,Parallel,Active,3300 Block COPITHORNE RD NW,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1015159 51.081649, -114.1014855 51.0816791, -114.1014523 51.0817011, -114.1014326 51.0817132, -114.1014143 51.0817195, -114.1013977 51.0817285, -114.1013851 51.081739, -114.1013555 51.0817706, -114.1013308 51.0818026, -114.1013259 51.081809, -114.101274 51.081875, -114.1012181 51.0819477, -114.1011573 51.0820239, -114.101102 51.0820941, -114.101047 51.0821633, -114.1009884 51.082241, -114.1009191 51.082323, -114.1008608 51.0823984, -114.1008227 51.0824467, -114.1007998 51.0824758, -114.1007383 51.0825527, -114.1006887 51.082617, -114.1006532 51.0826594, -114.1006427 51.082672, -114.1006177 51.0827053))",239fe47d-6caa-46cb-9641-7e5b794791a9
R988,V,V,Parallel,Active,900 Block 5 ST NE,Residential Street,S,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0508644 51.0602496, -114.0508637 51.0604761))",1d600f86-31a1-4f21-a514-137c8eeb3c0d
R1508,X,X,Parallel,Active,2800 Block 11 AV NW,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1276747 51.0621087, -114.1258789 51.0617288))",8b866ca2-c24e-4e36-a2c7-b1ba9a8a7216
R1541,X,X,Parallel,Active,2900 Block 14 AV NW,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1283997 51.0650881, -114.1283308 51.0650704, -114.1264023 51.0646624))",0901d35f-9a9f-4356-b264-2221862f74b2
R2382,AUB,AUB,Parallel,Active,100 Block AUBURN BAY CLOSE SE,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9569458 50.8844173, -113.9563767 50.8845284, -113.9563553 50.8845339, -113.9563358 50.8845416, -113.9563185 50.8845513, -113.9563041 50.8845627, -113.9562931 50.8845755, -113.9562856 50.8845893))",b70cb42b-fad1-41a9-b09f-4c09f2dd887a
R3038,X,X,Parallel,Active,2800 Block 14 AV NW,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1264023 51.0646624, -114.1264022 51.0646624, -114.1250876 51.0643842, -114.1250126 51.0643695, -114.1249366 51.0643571, -114.1248598 51.0643469))",12972f1e-1050-4ebd-be33-7d39031a73f6
R3069,X,X,Parallel,Active,2600 Block 14 AV NW,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1248598 51.0643469, -114.1247601 51.0643371, -114.1246597 51.0643312, -114.1245588 51.064329, -114.1244579 51.0643307, -114.1243574 51.0643362, -114.1242576 51.0643455, -114.1241588 51.0643585, -114.1240615 51.0643752, -114.123966 51.0643956, -114.1238726 51.0644196, -114.1237816 51.0644471, -114.1236934 51.0644779))",73178422-39d3-497b-94ac-8e013e79f3e8
R4753,AUB,AUB,Parallel,Active,00 Block AUBURN BAY CL SE,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9567115 50.8833355, -113.9566923 50.8833304, -113.956672 50.8833272, -113.9566511 50.883326, -113.9566302 50.8833269, -113.9566098 50.8833298, -113.9558354 50.883481, -113.9558153 50.883486, -113.9557967 50.8834931, -113.9557801 50.883502, -113.955766 50.8835124, -113.9557547 50.8835241))",fc4e135f-3897-4531-8f8e-7c9fe7aa6471
R7044,X,X,Parallel,Active,2900 Block 11 AV NW,Residential Street,W,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1293703 51.0624674, -114.1276747 51.0621087))",eb0aca4e-b9d8-49b0-be5e-b00149b34e94
R8330,C,C,Parallel,Active,1100 Block 15 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0888646 51.0393447, -114.0888186 51.0393432, -114.0886965 51.0393395, -114.088614 51.0393378, -114.0884848 51.0393331, -114.0883519 51.0393285))",d2b04ecc-8c44-409b-b53e-47ffa02afb5c
R8331,C,C,Parallel,Active,1100 Block 15 AV SW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0880036 51.0393198, -114.0879674 51.0393186, -114.0878529 51.0393148, -114.0877632 51.0393121, -114.0876074 51.0393063, -114.0875155 51.0393034, -114.0874319 51.0393014, -114.0872979 51.0392984, -114.0871626 51.0392936, -114.0871084 51.0392922, -114.0870834 51.0392916, -114.0870637 51.0392909))",8eccd044-6687-4ae4-8752-0c91d67c6da3
R1589,F,F,Parallel,Active,1500 Block 19 AV NW,Residential Street,W,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0969792 51.0696779, -114.0953096 51.0696786))",4d8d6c7d-eda8-4ca9-a2e5-494afd251603
R1796,V,V,Parallel,Active,500 Block 9 AV NE,Residential Street,W,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0528832 51.0606575, -114.051054 51.0606483, -114.0510133 51.0606487))",8496fd6c-b20e-4db8-93e6-d30a3954f12b
R243,E,E,Parallel,Active,2800 Block COCHRANE RD NW,Residential Street,W,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1132746 51.0794161, -114.1130417 51.0792951, -114.112669 51.0791015, -114.1122975 51.0789086, -114.1119749 51.078754, -114.1119737 51.0787535))",365e1678-4e31-45d4-8500-f754fdf37334
R1937,O,O,Parallel,Active,2000 Block 20 AV SW,Residential Street,E,0001-2359 MON-SUN,,,Permit Required,NONE,FR,SW,"MULTILINESTRING ((-114.1082766 51.0354212, -114.1084587 51.0354214))",d4c47620-ce38-4576-9861-3dfdec4c2128
R1739,M,M,Parallel,Active,1400 Block 2A ST NW,Residential Street,N,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0686232 51.0658669, -114.0686296 51.0644905))",cc480fc0-c95e-427d-af94-f4c3b37ed3c4
R7626,M,M,Parallel,Active,1600 Block 2A ST NW,Residential Street,N,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0686021 51.0663385, -114.0686022 51.0662487, -114.0686048 51.0662266, -114.068612 51.0662049, -114.0686193 51.066183, -114.0686218 51.0661607, -114.0686232 51.0658669))",a04ea42a-5486-4bb2-b239-2cf42291d270
R1237,M,M,Parallel,Active,1400 Block 2 ST NW,Residential Street,S,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0675372 51.0645158, -114.067523 51.0645345, -114.0675118 51.0659227))",81b4b3c6-6356-480d-860c-3e35030b200d
R1278,M,M,Parallel,Active,1400 Block 2A ST NW,Residential Street,S,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0687504 51.0644794, -114.0687476 51.0644991, -114.0687437 51.0658594))",4e71cd40-df7b-4811-8c98-ed62d4a7d14b
R6999,M,M,Parallel,Active,1600 Block 2 ST NW,Residential Street,S,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0675118 51.0659227, -114.06751 51.066147, -114.0675304 51.0661998, -114.0675385 51.0662155, -114.0675463 51.0662265, -114.0675557 51.0662369, -114.0675651 51.0662482, -114.0675713 51.0662603, -114.0675744 51.0662729, -114.0675742 51.0662856, -114.0675707 51.0662981, -114.0675639 51.0663101, -114.0675542 51.0663213, -114.0675417 51.0663313, -114.0675268 51.0663399, -114.0675098 51.0663468, -114.0674913 51.066352, -114.0674717 51.0663551, -114.0674515 51.0663563, -114.0674515 51.0663563))",48ce58d2-5618-43a5-84db-f83bca31aa85
R7627,M,M,Parallel,Active,1600 Block 2A ST NW,Residential Street,S,0700-1700 MON-FRI,,,120,0700-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0687437 51.0658594, -114.0687428 51.0661607, -114.0687451 51.0661807, -114.0687513 51.0662005, -114.0687595 51.0662337, -114.0687594 51.0663387))",4059c64e-6525-430c-b21e-b9d533687986
R202,D,D,Parallel,Active,900 Block 21 AV SE,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SE,"MULTILINESTRING ((-114.039809 51.0345215, -114.0398241 51.0345222, -114.0403005 51.0345217))",ea80464f-1f74-4ae5-b78d-331e0b328428
R2290,OO,OO,Parallel,Active,500 Block CANTRELL PL SW,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0712732 50.9354834, -114.0715181 50.935484, -114.0717749 50.9354841, -114.0718017 50.9354841, -114.0718113 50.9354841))",43b578e4-8ba1-40fd-ab45-4459b890f027
R2295,OO,OO,Parallel,Active,500 Block CANTRELL PL SW,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0709642 50.935474, -114.0709686 50.9354755, -114.070973 50.9354768, -114.0709776 50.9354781, -114.0709823 50.9354793, -114.070987 50.9354804, -114.0709918 50.9354813, -114.0709966 50.9354819, -114.0710015 50.9354822, -114.0710065 50.9354823, -114.0710114 50.9354824, -114.071012 50.9354824, -114.0710164 50.9354825, -114.0710213 50.9354826, -114.0710263 50.9354827, -114.0710477 50.9354828, -114.0710862 50.9354829, -114.0711969 50.9354832, -114.0712414 50.9354833))",79674371-3048-47f2-a4cd-b819e6f41b30
R2296,OO,OO,Parallel,Active,500 Block CANTRELL PL SW,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0719543 50.935484, -114.0720699 50.935484, -114.0720848 50.9354837, -114.0720996 50.9354833, -114.0721144 50.935483, -114.0721293 50.9354826, -114.0721441 50.9354823, -114.07215 50.9354822, -114.0721559 50.9354823, -114.0721618 50.9354823, -114.0721677 50.9354824, -114.0721736 50.9354824, -114.0721799 50.9354823, -114.0721863 50.9354821, -114.0721926 50.9354818, -114.0721989 50.9354813, -114.0722051 50.9354806, -114.0722123 50.9354796, -114.0722195 50.9354786, -114.0722267 50.9354776, -114.0722339 50.9354766, -114.072241 50.9354756, -114.0722462 50.9354749, -114.0722514 50.9354742, -114.0722566 50.9354734, -114.0722618 50.9354727, -114.072267 50.935472, -114.0722737 50.9354709, -114.0722804 50.9354695, -114.0722869 50.9354679, -114.0722933 50.9354662, -114.0722996 50.9354643, -114.0723074 50.935462, -114.0723152 50.9354597, -114.072323 50.9354574, -114.0723308 50.935455, -114.0723387 50.9354527, -114.0723444 50.935451, -114.0723484 50.9354498, -114.072358 50.9354469, -114.0723677 50.935444, -114.0723774 50.9354411))",ae989ab5-1625-4f5b-bd03-8b1cc6133471
R2533,E,E,Parallel,Active,3300 Block MORLEY CR NW,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1225855 51.0828441, -114.1225999 51.0828432, -114.122614 51.0828418, -114.1226274 51.0828397, -114.1226406 51.0828364, -114.1226523 51.0828327, -114.1226631 51.0828282, -114.1226743 51.0828227, -114.1226866 51.0828151, -114.1228844 51.0826791))",db11348a-e75c-4b2d-8fda-914ec438d35c
R845,E,E,Parallel,Active,3300 Block MORLEY CR NW,Residential Street,E,0800-1700 MON-FRI,,,120,0800-1700 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1217515 51.0823958, -114.1224911 51.0828199, -114.1225154 51.0828318, -114.122525 51.082835, -114.1225354 51.0828382, -114.1225477 51.0828405, -114.1225594 51.0828425, -114.1225728 51.0828435, -114.1225855 51.0828441))",ac3aad7e-2f51-4648-946f-f6f707377e69
R1061,RR,RR,Parallel,Active,1700 Block 24 ST SW,Collector,N,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1178391 51.03862, -114.1178397 51.0383251))",90bc1b9f-818b-4aaf-b199-e2fde09b0633
R960,RR,RR,Parallel,Active,1700 Block 24 ST SW,Collector,N,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1178417 51.0382281, -114.1178407 51.0381607, -114.1178397 51.0380041, -114.1178398 51.0379898, -114.1178398 51.0379565, -114.1178376 51.0379408))",df23f2d4-8dee-44bf-9d10-1502a9651405
R1962,EE,EE,Parallel,Active,3700 Block 44 AV SW,Collector,E,0001-2359 MON-SUN,,,Permit Required,NONE,FR,SW,"MULTILINESTRING ((-114.140589 51.0163765, -114.1408937 51.016491))",0f4a07c7-b178-4b49-8234-c08da2ade2ec
R1808,G,G,Parallel,Active,400 Block 6 ST NE,Residential Street,N,0700-2359 MON-SUN,,,120,0700-2400,FR,NE,"MULTILINESTRING ((-114.0482634 51.0559853, -114.0482676 51.0559785, -114.0482726 51.0559658, -114.0482741 51.055914, -114.0482744 51.0551472, -114.0482743 51.0551336))",4c2b0df7-c4e1-4679-9dae-7b28e5541ba4
